NPSCompany,NPSIndustry,NPSScore,FortuneYear,FortuneRank,FortuneCompany,FortuneRevenue($ millions),FortuneProfit($ millions)
,,,2018,274,Xcel Energy,11537,1261
,,,2018,275,Reliance Steel & Aluminum,11534.5,633.7
,,,2018,276,Huntsman,11527,337
,,,2018,277,Norfolk Southern,11458,2666
,,,2018,278,Laboratory Corp. of America,11333.4,883.7
,,,2018,279,Corning,11290,1066
,,,2018,280,Expedia Group,11223,406
,,,2018,281,AutoZone,11221.1,1337.5
,,,2018,282,W.W. Grainger,11221,782
,,,2018,283,Quanta Services,11171.4,293.3
,,,2018,284,Crown Holdings,11151,439
,,,2018,285,Office Depot,11130,104
,,,2018,286,Baxter International,11127,1624
,,,2018,287,Lam Research,11077,2380.7
,,,2018,288,Entergy,11009.5,848.7
,,,2018,289,Charles Schwab,10989,3507
,,,2018,290,L3 Technologies,10841,1005
,,,2018,291,NRG Energy,10797,268
,,,2018,292,Live Nation Entertainment,10787.8,60.2
,,,2018,293,Universal Health Services,10772.3,779.7
,,,2018,294,Molson Coors Brewing,10769.6,1116.5
,,,2018,295,eBay,10746,2530
,,,2018,296,AES,10736,1203
,,,2018,297,Devon Energy,10734,3064
,,,2018,298,Pacific Life,10699,913
,,,2018,299,CenterPoint Energy,10589,368
,,,2018,300,Discovery,10553,594
,,,2018,301,BorgWarner,10529.6,930.7
,,,2018,302,Targa Resources,10484,1.6
,,,2018,303,Ally Financial,10466,1263
,,,2018,304,SunTrust Banks,10431,2775
,,,2018,305,IQVIA Holdings,10412,259
,,,2018,306,American Family Insurance Group,10336.2,295.3
,,,2018,307,Delek US Holdings,10265.6,340.1
,,,2018,308,Navistar International,10250,340
,,,2018,309,Chesapeake Energy,10231,873
,,,2018,310,United Natural Foods,10226.7,165.7
,,,2018,311,Leidos Holdings,10194,581
,,,2018,312,PulteGroup,10188.3,1022
,,,2018,313,Eastman Chemical,10151,1080
,,,2018,314,Republic Services,10040.9,1036.9
,,,2018,315,Mohawk Industries,9983.6,861.7
,,,2018,316,Sonic Automotive,9951.6,51.7
,,,2018,317,Owens & Minor,9838.7,-437
,,,2018,318,Xerox,9830,361
,,,2018,319,Boston Scientific,9823,1671
,,,2018,320,DCP Midstream,9822,298
,,,2018,321,Autoliv,9801.1,190.4
,,,2018,322,Interpublic Group,9714.4,618.9
,,,2018,323,Public Service Enterprise Group,9696,1438
,,,2018,324,PVH,9656.8,746.4
,,,2018,325,Mosaic,9587.3,470
,,,2018,326,Advance Auto Parts,9580.6,423.8
,,,2018,327,Altice USA,9566.6,18.8
,,,2018,328,Hormel Foods,9545.7,1012.1
,,,2018,329,O'Reilly Automotive,9536.4,1324.5
,,,2018,330,Calpine,9512,10
,,,2018,331,Hertz Global Holdings,9504,-225
,,,2018,332,First Data,9498,1005
,,,2018,333,Pioneer Natural Resources,9415,978
,,,2018,334,Coty,9398,-168.8
,,,2018,335,AGCO,9352,285.5
,,,2018,336,Mutual of Omaha Insurance,9347.2,277.3
,,,2018,337,Vistra Energy,9144,-54
,,,2018,338,Avis Budget Group,9124,165
,,,2018,339,Adobe,9030,2590.8
,,,2018,340,Peter Kiewit Sons',9025,468
,,,2018,341,News Corp.,9024,-1514
,,,2018,342,Brighthouse Financial,8965,865
,,,2018,343,Voya Financial,8934,875
,,,2018,344,Air Products & Chemicals,8930.2,1497.8
,,,2018,345,Hilton Worldwide Holdings,8906,764
,,,2018,346,GameStop,8850.7,-673
,,,2018,347,Veritiv,8696.2,-15.7
,,,2018,348,Williams,8686,-155
,,,2018,349,Campbell Soup,8685,261
,,,2018,350,Rockwell Collins,8665,1032
,,,2018,351,Thrivent Financial for Lutherans,8635.2,1233.9
,,,2018,352,Westlake Chemical,8635,996
,,,2018,353,Univar,8632.5,172.3
,,,2018,354,J.B. Hunt Transport Services,8614.9,489.6
,,,2018,355,Frontier Communications,8611,-643
,,,2018,356,Jones Financial (Edward Jones),8594,990
,,,2018,357,National Oilwell Varco,8453,-31
,,,2018,358,Eversource Energy,8448.2,1033
,,,2018,359,Dick's Sporting Goods,8436.6,319.9
,,,2018,360,Genworth Financial,8430,119
,,,2018,361,Fidelity National Information Services,8423,846
,,,2018,362,Yum China Holdings,8415,708
,,,2018,363,Ryder System,8409.2,273.3
,,,2018,364,Anixter International,8400.2,156.3
,,,2018,365,Caesars Entertainment,8391,303
,,,2018,366,Masco,8359,734
,,,2018,367,Thor Industries,8328.9,430.2
,,,2018,368,Alaska Air Group,8264,437
,,,2018,369,Amphenol,8202,1205
,,,2018,370,WESCO International,8176.6,227.3
,,,2018,371,Huntington Ingalls Industries,8176,836
,,,2018,372,Jefferies Financial Group,8151.8,1026.8
,,,2018,373,Dana,8143,427
,,,2018,374,Expeditors Intl. of Washington,8138.4,618.2
,,,2018,375,EMCOR Group,8130.6,283.5
,,,2018,376,Darden Restaurants,8080.1,596
,,,2018,377,SpartanNash,8064.6,33.6
,,,2018,378,Assurant,8057.6,251
,,,2018,379,United Rentals,8047,1096
,,,2018,380,Liberty Media,8040,531
,,,2018,381,Erie Insurance Group,8030.7,686.3
,,,2018,382,Auto-Owners Insurance,7999.3,754.5
,,,2018,383,Cheniere Energy,7987,471
,,,2018,384,Fifth Third Bancorp,7973,2193
,,,2018,385,Foot Locker,7939,541
,,,2018,386,Conagra Brands,7938.3,808.4
,,,2018,387,Zimmer Biomet Holdings,7932.9,-379.2
,,,2018,388,Tractor Supply,7911,532.4
,,,2018,389,Berry Global Group,7869,496
,,,2018,390,Alliance Data Systems,7791.2,963.1
,,,2018,391,Hershey,7791.1,1177.6
,,,2018,392,PPL,7785,1827
,,,2018,393,Dean Foods,7755.3,-326.9
,,,2018,394,Builders FirstSource,7724.8,205.2
,,,2018,395,Oshkosh,7705.5,471.9
,,,2018,396,EnLink Midstream,7699,-13.2
,,,2018,397,W.R. Berkley,7691.7,640.7
,,,2018,398,WEC Energy Group,7679.5,1059.3
,,,2018,399,JetBlue Airways,7658,188
,,,2018,400,UGI,7651.2,718.7
,,,2018,401,A-Mark Precious Metals,7606.2,-3.4
,,,2018,402,Fidelity National Financial,7594,628
,,,2018,403,Constellation Brands,7585,2318.9
,,,2018,404,Quest Diagnostics,7531,736
,,,2018,405,Activision Blizzard,7500,1813
,,,2018,406,Weyerhaeuser,7476,748
,,,2018,407,Raymond James Financial,7475.8,856.7
,,,2018,408,Casey's General Stores,7472.1,317.9
,,,2018,409,Keurig Dr Pepper,7442,586
,,,2018,410,American Tower,7440.1,1236.4
,,,2018,411,Apache,7424,40
,,,2018,412,Dover,7395.8,570.3
,,,2018,413,KeyCorp,7393,1866
,,,2018,414,J.M. Smucker,7357.1,1338.6
,,,2018,415,Citizens Financial Group,7354,1721
,,,2018,416,Motorola Solutions,7343,966
,,,2018,417,Magellan Health,7314.2,24.2
,,,2018,418,American Axle & Manufacturing,7270.4,-57.5
,,,2018,419,Newmont Goldcorp,7253,341
,,,2018,420,Spirit AeroSystems Holdings,7222,617
,,,2018,421,Western & Southern Financial Group,7205,495
,,,2018,422,Fortive,7203.2,2913.8
,,,2018,423,Graybar Electric,7202.5,143.3
,,,2018,424,NVR,7189.7,797.2
,,,2018,425,Avery Dennison,7159,467.4
,,,2018,426,Celanese,7155,1207
,,,2018,427,American Financial Group,7150,530
,,,2018,428,Toll Brothers,7143.3,748.2
,,,2018,429,Sanmina,7110.1,-95.5
,,,2018,430,Insight Enterprises,7080.1,163.7
,,,2018,431,Owens Corning,7057,545
,,,2018,432,Packaging Corp. of America,7014.6,738
,,,2018,433,TravelCenters of America,6973.6,-120.6
,,,2018,434,Olin,6946.1,327.9
,,,2018,435,Arthur J. Gallagher,6934,633.5
,,,2018,436,MasTec,6909.4,259.7
,,,2018,437,Alleghany,6887.2,39.5
,,,2018,438,Owens-Illinois,6877,257
,,,2018,439,Asbury Automotive Group,6874.4,168
,,,2018,440,CMS Energy,6873,657
,,,2018,441,Markel,6841.3,-128.2
,,,2018,442,Blackstone Group,6833.3,1541.8
,,,2018,443,AK Steel Holding,6818.2,186
,,,2018,444,Hanesbrands,6804,553.1
,,,2018,445,R.R. Donnelley & Sons,6800.2,-11
,,,2018,446,Wayfair,6779.2,-504.1
,,,2018,447,Regions Financial,6762,1759
,,,2018,448,Wynn Resorts,6717.7,572.4
,,,2018,449,Ulta Beauty,6716.6,658.6
,,,2018,450,Regeneron Pharmaceuticals,6710.8,2444.4
,,,2018,451,Burlington Stores,6668.5,414.7
,,,2018,452,Rockwell Automation,6666,535.5
,,,2018,453,Northern Trust,6658.9,1556.4
,,,2018,454,Chemours,6638,995
,,,2018,455,Seaboard,6583,-17
,,,2018,456,Marathon Oil,6582,1096
,,,2018,457,Ascena Retail Group,6578.3,-39.7
,,,2018,458,Dillard's,6503.3,170.3
,,,2018,459,Cintas,6487.4,842.6
,,,2018,460,Advanced Micro Devices,6475,337
,,,2018,461,Hess,6466,-282
,,,2018,462,M&T Bank Corp.,6454.7,1918.1
,,,2018,463,ABM Industries,6442.2,97.8
,,,2018,464,Beacon Roofing Supply,6418.3,98.6
,,,2018,465,NCR,6405,-88
,,,2018,466,iHeartMedia,6325.8,-201.9
,,,2018,467,Franklin Resources,6319.1,764.4
,,,2018,468,Ameren,6291,815
,,,2018,469,Intercontinental Exchange,6276,1988
,,,2018,470,S&P Global,6258,1958
,,,2018,471,Post Holdings,6257.2,467.3
,,,2018,472,Analog Devices,6200.9,1495.4
,,,2018,473,Ralph Lauren,6182.3,162.8
,,,2018,474,L3Harris Technologies,6182,718
,,,2018,475,Booz Allen Hamilton,6171.9,305.1
,,,2018,476,Polaris Industries,6166,335.3
,,,2018,477,Clorox,6124,823
,,,2018,478,Realogy Holdings,6079,137
,,,2018,479,HD Supply Holdings,6047,394
,,,2018,480,Graphic Packaging Holding,6023,221.1
,,,2018,481,Old Republic International,6021.8,370.5
,,,2018,482,Intuit,5964,1211
,,,2018,483,NetApp,5911,76
,,,2018,484,Tapestry,5880,397.5
,,,2018,485,ON Semiconductor,5878.3,627.4
,,,2018,486,Ingredion,5841,443
,,,2018,487,Zoetis,5825,1428
,,,2018,488,Fiserv,5823,1187
,,,2018,489,TreeHouse Foods,5812.1,-61.4
,,,2018,490,Robert Half International,5800.3,434.3
,,,2018,491,First American Financial,5747.8,474.5
,,,2018,492,Harley-Davidson,5716.9,531.5
,,,2018,493,Windstream Holdings,5713.1,-723
,,,2018,494,Yum Brands,5688,1542
,,,2018,495,Williams-Sonoma,5671.6,333.7
,,,2018,496,Simon Property Group,5657.9,2440.1
,,,2018,497,Navient,5610,395
,,,2018,498,Western Union,5589.9,851.9
,,,2018,499,Peabody Energy,5581.8,646.9
,,,2018,500,Levi Strauss,5575.4,283.1
,,,2019,1,Walmart,523964,14881
,,,2019,2,Amazon.com,280522,11588
,,,2019,3,Exxon Mobil,264938,14340
,,,2019,4,Apple,260174,55256
,,,2019,5,CVS Health,256776,6634
,,,2019,6,Berkshire Hathaway,254616,81417
,,,2019,7,UnitedHealth Group,242155,13839
,,,2019,8,McKesson,214319,34
,,,2019,9,AT&T,181193,13903
,,,2019,10,AmerisourceBergen,179589.1,855.4
,,,2019,11,Alphabet,161857,34343
,,,2019,12,Ford Motor,155900,47
,,,2019,13,Cigna,153566,5104
,,,2019,14,Costco,152703,3659
,,,2019,15,Chevron,146516,2924
,,,2019,16,Cardinal Health,145534,1363
,,,2019,17,JP Morgan Chase,142422,36431
,,,2019,18,General Motors,137237,6732
,,,2019,19,Walgreens,136866,3982
,,,2019,20,Verizon,131868,19265
,,,2019,21,Microsoft,125843,39240
,,,2019,22,Marathon Petroleum,124813,2637
,,,2019,23,Kroger,122286,1659
,,,2019,24,Fannie Mae,120304,14160
,,,2019,25,Bank of America,113589,27430
,,,2019,26,Home Depot,110225,11242
,,,2019,27,Phillips 66,109559,3076
,,,2019,28,Comcast,108942,13057
,,,2019,29,Anthem,104213,4807
,,,2019,30,Wells Fargo,103915,19549
,,,2019,31,Citigroup,103449,19401
,,,2019,32,Valero Energy,102729,2422
,,,2019,33,General Electric,95214,-4979
,,,2019,34,Dell Technologies,92154,4616
,,,2019,35,Johnson & Johnson,82059,15119
,,,2019,36,State Farm Insurance,79395.3,5592.7
,,,2019,37,Target,78112,3281
,,,2019,38,IBM,77147,9431
,,,2019,39,Raytheon Technologies,77046,5537
,,,2019,40,Boeing,76559,-636
,,,2019,41,Freddie Mac,75125,7214
,,,2019,42,Centene,74639,1321
,,,2019,43,UPS,74094,4440
,,,2019,44,Lowe's,72148,4281
,,,2019,45,Intel,71965,21048
,,,2019,46,Facebook,70697,18485
,,,2019,47,FedEx,69693,540
,,,2019,48,MetLife,69620,5899
,,,2019,49,Disney,69570,11054
,,,2019,50,Procter & Gamble,67684,3897
,,,2019,51,PepsiCo,67161,7314
,,,2019,52,Humana,64888,2707
,,,2019,53,Prudential Financial,64807,4186
,,,2019,54,Archer Daniels Midland,64656,1379
,,,2019,55,Albertsons,60534.5,131.1
,,,2019,56,Sysco,60113.9,1674.3
,,,2019,57,Lockheed Martin,59812,6230
,,,2019,58,HP,58756,3152
,,,2019,59,Energy Transfer,54213,3592
,,,2019,60,Goldman Sachs Group,53922,8466
,,,2019,61,Morgan Stanley,53823,9042
,,,2019,62,Caterpillar,53800,6093
,,,2019,63,Cisco Systems,51904,11621
,,,2019,64,Pfizer,51750,16273
,,,2019,65,HCA Healthcare,51336,3505
,,,2019,66,AIG,49746,3348
,,,2019,67,American Express,47020,6759
,,,2019,68,Delta Air Lines,47007,4767
,,,2019,69,Merck,46840,9843
,,,2019,70,American Airlines Group,45768,1686
,,,2019,71,Charter Communications,45764,1668
,,,2019,72,Allstate,44675,4847
,,,2019,73,New York Life Insurance,44116.6,1003.8
,,,2019,74,Nationwide,43982,829.7
,,,2019,75,Best Buy,43638,1541
,,,2019,76,United Airlines Holdings,43259,3009
,,,2019,77,Liberty Mutual Insurance Group,43228,1044
,,,2019,78,Dow,42951,-1359
,,,2019,79,Tyson Foods,42405,2022
,,,2019,80,TJX,41717,3272.2
,,,2019,81,TIAA,40454.4,2460.1
,,,2019,82,Oracle,39506,11083
,,,2019,83,General Dynamics,39350,3484
,,,2019,84,Deere,39258,3253
,,,2019,85,Nike,39117,4029
,,,2019,86,Progressive,39022.3,3970.3
,,,2019,87,Publix Super Markets,38462.8,3005.4
,,,2019,88,Coca-Cola,37266,8920
,,,2019,89,Massachusetts Mutual Life Insurance,37253.4,3700.7
,,,2019,90,Tech Data,36998.4,374.5
,,,2019,91,World Fuel Services,36819,178.9
,,,2019,92,Honeywell International,36709,6143
,,,2019,93,ConocoPhillips,36670,7189
,,,2019,94,USAA,35617.4,4006.3
,,,2019,95,Exelon,34438,2936
,,,2019,96,Northrop Grumman,33841,2248
,,,2019,97,Capital One Financial,33766,5546
,,,2019,98,Plains GP Holdings,33669,331
,,,2019,99,AbbVie,33266,7882
,,,2019,100,StoneX Group,32897,85.1
,,,2019,101,Enterprise Products Partners,32789.2,4591.3
,,,2019,102,Northwestern Mutual,32293.6,1268
,,,2019,103,3M,32136,4570
,,,2019,104,Abbott Laboratories,31904,3687
,,,2019,105,CHS,31900.5,829.9
,,,2019,106,Travelers,31581,2622
,,,2019,107,Philip Morris International,29805,7185
,,,2019,108,Raytheon,29176,3343
,,,2019,109,HP,29135,1049
,,,2019,110,Arrow Electronics,28916.8,-204.1
,,,2019,111,ViacomCBS,27812,3308
,,,2019,112,Dollar General,27754,1712.6
,,,2019,113,U.S. Bancorp,27325,6914
,,,2019,114,Starbucks,26508.6,3599.2
,,,2019,115,Bristol-Myers Squibb,26145,3439
,,,2019,116,US Foods,25939,385
,,,2019,117,Mondelez International,25868,3870
,,,2019,118,Paccar,25599.7,2387.9
,,,2019,119,Thermo Fisher Scientific,25542,3696
,,,2019,120,Macy's,25331,564
,,,2019,121,Jabil,25282.3,287.1
,,,2019,122,Kraft Heinz,24977,1935
,,,2019,123,Duke Energy,24658,3748
,,,2019,124,Tesla,24578,-862
,,,2019,125,PBF Energy,24508.2,319.4
,,,2019,126,Qualcomm,24273,4386
,,,2019,127,NGL Energy Partners,24087.8,360
,,,2019,128,CBRE Group,23894.1,1282.4
,,,2019,129,Baker Hughes,23838,128
,,,2019,130,Synnex,23757.3,500.7
,,,2019,131,Dollar Tree,23610.8,827
,,,2019,132,Cummins,23571,2260
,,,2019,133,United Natural Foods,23481.1,-285
,,,2019,134,Micron Technology,23406,6313
,,,2019,135,Amgen,23362,7842
,,,2019,136,Penske Automotive Group,23179.4,435.8
,,,2019,137,Visa,22977,12080
,,,2019,138,Broadcom,22597,2724
,,,2019,139,Nucor,22588.9,1271.1
,,,2019,140,Gilead Sciences,22449,5386
,,,2019,141,Southwest Airlines,22428,2300
,,,2019,142,Halliburton,22408,-1131
,,,2019,143,CenturyLink,22401,-5269
,,,2019,144,International Paper,22376,1225
,,,2019,145,Eli Lilly,22319.5,8318.4
,,,2019,146,Aflac,22307,3304
,,,2019,147,Lennar,22259.6,1849.1
,,,2019,148,Occidental Petroleum,21971,-667
,,,2019,149,Union Pacific,21708,5919
,,,2019,150,Rite Aid,21674.4,-422.2
,,,2019,151,PNC Financial Services Group,21624,5369
,,,2019,152,DuPont,21512,498
,,,2019,153,Southern,21419,4739
,,,2019,154,AutoNation,21335.7,450
,,,2019,155,DXC Technology,21184,1257
,,,2019,156,McDonald's,21076.5,6025.4
,,,2019,157,Marriott International,20972,1273
,,,2019,158,ManpowerGroup,20863.5,465.7
,,,2019,159,Bank of New York Mellon,20822,4441
,,,2019,160,Hartford Financial Services Group,20740,2085
,,,2019,161,Danaher,20521.2,3008.2
,,,2019,162,Whirlpool,20419,1184
,,,2019,163,AECOM,20173.3,-261.1
,,,2019,164,Netflix,20156.4,1866.9
,,,2019,165,Kohl's,19974,691
,,,2019,166,Lear,19810.3,753.6
,,,2019,167,Altria Group,19796,-1293
,,,2019,168,Performance Food Group,19743.5,166.8
,,,2019,169,Avnet,19518.6,176.3
,,,2019,170,Synchrony Financial,19461,3747
,,,2019,171,Genuine Parts,19392.3,621.1
,,,2019,172,NextEra Energy,19204,3769
,,,2019,173,CarMax,19146,842.4
,,,2019,174,Tenet Healthcare,18479,-232
,,,2019,175,Kimberly-Clark,18450,2157
,,,2019,176,Emerson Electric,18372,2306
,,,2019,177,WestRock,18289,862.9
,,,2019,178,CDW,18032.4,736.8
,,,2019,179,Jones Lang LaSalle,17983.2,535.3
,,,2019,180,Sherwin-Williams,17900.8,1541.3
,,,2019,181,Fluor,17817.2,-1305
,,,2019,182,PayPal Holdings,17772,2459
,,,2019,183,D.R. Horton,17592.9,1618.5
,,,2019,184,HollyFrontier,17486.6,772.4
,,,2019,185,Tenneco,17450,-334
,,,2019,186,EOG Resources,17380,2734.9
,,,2019,187,Becton Dickinson,17290,1233
,,,2019,188,Lincoln National,17258,886
,,,2019,189,PG&E,17129,-7656
,,,2019,190,salesforce.com,17098,126
,,,2019,191,Mastercard,16883,8118
,,,2019,192,General Mills,16865.2,1752.7
,,,2019,193,Molina Healthcare,16829,737
,,,2019,194,Cognizant Technology Solutions,16783,1842
,,,2019,195,Marsh & McLennan,16652,1742
,,,2019,196,XPO Logistics,16648,419
,,,2019,197,Dominion Energy,16572,1358
,,,2019,198,Western Digital,16569,-754
,,,2019,199,Gap,16383,351
,,,2019,200,Aramark,16227.3,448.5
,,,2019,201,Principal Financial,16222.1,1394.2
,,,2019,202,Ross Stores,16039.1,1660.9
,,,2019,203,Colgate-Palmolive,15693,2367
,,,2019,204,American Electric Power,15561.4,1921.1
,,,2019,205,Nordstrom,15524,496
,,,2019,206,Jacobs Engineering Group,15463.6,848
,,,2019,207,Waste Management,15455,1670
,,,2019,208,C.H. Robinson Worldwide,15309.5,577
,,,2019,209,PPG Industries,15146,1243
,,,2019,210,Booking Holdings,15066,4865
,,,2019,211,Omnicom Group,14953.7,1339.1
,,,2019,212,Loews,14931,932
,,,2019,213,Ecolab,14906.3,1558.9
,,,2019,214,Stryker,14884,2083
,,,2019,215,Estee Lauder,14863,1785
,,,2019,216,Goodyear Tire & Rubber,14745,-311
,,,2019,217,Truist Financial,14664,3224
,,,2019,218,Applied Materials,14608,2706
,,,2019,219,BlackRock,14539,4476
,,,2019,220,Stanley Black & Decker,14442.2,955.8
,,,2019,221,Freeport-McMoRan,14402,-239
,,,2019,222,Texas Instruments,14383,5017
,,,2019,223,Biogen,14377.9,5888.5
,,,2019,224,Parker-Hannifin,14320.3,1512.4
,,,2019,225,Reinsurance Group of America,14300,870
,,,2019,226,Howmet Aerospace,14192,470
,,,2019,227,Automatic Data Processing,14175.2,2292.8
,,,2019,228,Uber Technologies,14147,-8506
,,,2019,229,Illinois Tool Works,14109,2521
,,,2019,230,DaVita,14101.5,811
,,,2019,231,Discover Financial Services,13989,2957
,,,2019,232,Land O'Lakes,13887.7,205.9
,,,2019,233,VF,13870.6,1259.8
,,,2019,234,Corteva,13846,-959
,,,2019,235,Las Vegas Sands,13739,2698
,,,2019,236,Textron,13630,815
,,,2019,237,Kellogg,13578,960
,,,2019,238,Guardian Life Ins. Co. of America,13476.7,679.8
,,,2019,239,Qurate Retail,13458,-456
,,,2019,240,Core-Mark Holding,13329.2,57.7
,,,2019,241,Community Health Systems,13210,-675
,,,2019,242,Kinder Morgan,13209,2190
,,,2019,243,BJ's Wholesale Club,13190.7,187.2
,,,2019,244,State Street,13131,2242
,,,2019,245,Ameriprise Financial,13103,1893
,,,2019,246,Global Partners,13081.7,35.9
,,,2019,247,United States Steel,12937,-630
,,,2019,248,L Brands,12914.2,-366.4
,,,2019,249,MGM Resorts International,12899.7,2049.1
,,,2019,250,L3Harris Technologies,12856,1333
,,,2019,251,DISH Network,12807.7,1399.5
,,,2019,252,Lithia Motors,12672.7,271.5
,,,2019,253,DTE Energy,12669,1169
,,,2019,254,American Family Insurance Group,12633.2,455.9
,,,2019,255,Farmers Insurance Exchange,12592.5,55.3
,,,2019,256,Consolidated Edison,12574,1343
,,,2019,257,LKQ,12506.1,541.3
,,,2019,258,Sempra Energy,12443,2197
,,,2019,259,Edison International,12347,1284
,,,2019,260,CenterPoint Energy,12301,791
,,,2019,261,Quanta Services,12112.2,402
,,,2019,262,Murphy USA,12101.3,154.8
,,,2019,263,Expedia Group,12067,565
,,,2019,264,Group 1 Automotive,12043.8,174
,,,2019,265,Bed Bath & Beyond,12028.8,-137.2
,,,2019,266,Unum Group,11998.9,1100.3
,,,2019,267,CSX,11937,3331
,,,2019,268,AutoZone,11863.7,1617.2
,,,2019,269,Pacific Life,11847,725
,,,2019,270,Vistra Energy,11809,928
,,,2019,271,Charles Schwab,11785,3704
,,,2019,272,Crown Holdings,11665,510
,,,2019,273,Ally Financial,11618,1715
,,,2019,274,Laboratory Corp. of America,11554.8,823.8
,,,2019,275,Live Nation Entertainment,11548,69.9
,,,2019,276,Xcel Energy,11529,1372
,,,2019,277,Corning,11503,960
,,,2019,278,W.W. Grainger,11486,849
,,,2019,279,Ball,11474,566
,,,2019,280,Fox,11389,1595
,,,2019,281,Universal Health Services,11378.3,814.9
,,,2019,282,Baxter International,11362,1001
,,,2019,283,Norfolk Southern,11296,2722
,,,2019,284,Navistar International,11251,221
,,,2019,285,Adobe,11171.3,2951.5
,,,2019,286,J.C. Penney,11167,-268
,,,2019,287,Discovery,11144,2069
,,,2019,288,Keurig Dr Pepper,11120,1254
,,,2019,289,Leidos Holdings,11094,667
,,,2019,290,IQVIA Holdings,11088,191
,,,2019,291,Reliance Steel & Aluminum,10973.8,701.5
,,,2019,292,Nvidia,10918,2796
,,,2019,293,Entergy,10878.7,1241.2
,,,2019,294,FirstEnergy,10850,912
,,,2019,295,eBay,10800,1786
,,,2019,296,Boston Scientific,10735,4700
,,,2019,297,Office Depot,10647,99
,,,2019,298,Molson Coors Beverage,10579.4,241.7
,,,2019,299,Steel Dynamics,10465,671.1
,,,2019,300,Mutual of Omaha Insurance,10455.7,271.5
,,,2019,301,Sonic Automotive,10454.3,144.1
,,,2019,302,Alcoa,10433,-1125
,,,2019,303,Fidelity National Information Services,10333,298
,,,2019,304,Henry Schein,10305.3,694.7
,,,2019,305,Republic Services,10299.4,1073.3
,,,2019,306,Liberty Media,10292,106
